,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,Id,LogProbWord,ProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect,CorrectInt,CorrectedCorrectInt,NormalizedEditDistance,NED < .1,
1330,When a monkey is taken away from their home they are often brought to this place where people wear white coats.,When a mrkey is taken away from their home they are often brought to this place where people wear white coats.,monkey,mrkey,2,7,12,0.8,394,-3.755292199,0.000175674,When a monkey is taken away from their home they are often brought to this place where people wear white coats.,7,13,"['A) rain forest', 'B) research laboratory', 'C) cage', 'D) treetops', 'E) south africa']",B) research laboratory,B) research laboratory,TRUE,TRUE,When a monkey is taken away from their home they are often brought to this place where people wear white coats?,B) research laboratory,TRUE,1,1,0.4,0,
1331,What could you put a table in if you want the table to be in your house?,What could you put a table in if you want the table to be in your house?,table,table,0,21,26,0,395,,0.773485661,What could you put a table in if you want the table to be in your house?,21,26,"['A) library', 'B) demonstration', 'C) corner', 'D) football ground', 'E) rug']",C) corner,C) corner,TRUE,TRUE,What could you put a table in if you want the table to be in your house?,C) corner,TRUE,1,1,0,1,
1332,What could you put a table in if you want the table to be in your house?,What could you put a tabe in if you want the table to be in your house?,table,tabe,1,21,25,0.1,395,-0.111547733,0.773485661,What could you put a table in if you want the table to be in your house?,21,26,"['A) library', 'B) demonstration', 'C) corner', 'D) football ground', 'E) rug']",C) corner,C) corner,TRUE,TRUE,What could you put a table in if you want the table to be in your house?,C) corner,TRUE,1,1,0.25,0,
1333,What could you put a table in if you want the table to be in your house?,What could you put a tyble in if you want the table to be in your house?,table,tyble,1,21,26,0.2,395,-0.111547733,0.773485661,What could you put a table in if you want the table to be in your house?,21,26,"['A) library', 'B) demonstration', 'C) corner', 'D) football ground', 'E) rug']",C) corner,C) corner,TRUE,TRUE,What could you put a table in if you want the table to be in your house?,C) corner,TRUE,1,1,0.2,0,
1334,What could you put a table in if you want the table to be in your house?,What could you put a albc in if you want the table to be in your house?,table,albc,4,21,25,0.4,395,-0.111547733,0.773485661,What could you put a table in if you want the table to be in your house?,21,26,"['A) library', 'B) demonstration', 'C) corner', 'D) football ground', 'E) rug']",C) corner,E) rug,FALSE,TRUE,What could you put a plant in if you want the table to be in your house?,C) corner,TRUE,0,1,1,0,
1335,What could you put a table in if you want the table to be in your house?,What could you put a tabal in if you want the table to be in your house?,table,tabal,2,21,26,0.8,395,-0.111547733,0.773485661,What could you put a table in if you want the table to be in your house?,21,26,"['A) library', 'B) demonstration', 'C) corner', 'D) football ground', 'E) rug']",C) corner,C) corner,TRUE,TRUE,What could you put a table in if you want the table to be in your house?,C) corner,TRUE,1,1,0.4,0,
1336,Where do people traditionally get information about the world?,Where do people traditionally get information about the world?,information,information,0,34,45,0,397,,0.272949487,Where do people traditionally get information about the world?,34,45,"['A) book', 'B) meeting', 'C) television', 'D) guide', 'E) newspaper']",E) newspaper,E) newspaper,TRUE,TRUE,Where do people traditionally get information about the world?,E) newspaper,TRUE,1,1,0,1,
1337,Where do people traditionally get information about the world?,Where do people traditionally get inormatino about the world?,information,inormatino,3,34,44,0.1,397,-0.563917718,0.272949487,Where do people traditionally get information about the world?,34,45,"['A) book', 'B) meeting', 'C) television', 'D) guide', 'E) newspaper']",E) newspaper,E) newspaper,TRUE,TRUE,Where do people traditionally get information about the world?,E) newspaper,TRUE,1,1,0.3,0,
1338,Where do people traditionally get information about the world?,Where do people traditionally get iformation about the world?,information,iformation,1,34,44,0.2,397,-0.563917718,0.272949487,Where do people traditionally get information about the world?,34,45,"['A) book', 'B) meeting', 'C) television', 'D) guide', 'E) newspaper']",E) newspaper,E) newspaper,TRUE,TRUE,Where do people traditionally get information about the world?,E) newspaper,TRUE,1,1,0.1,0,
1339,Where do people traditionally get information about the world?,Where do people traditionally get infao about the world?,information,infao,6,34,39,0.4,397,-0.563917718,0.272949487,Where do people traditionally get information about the world?,34,45,"['A) book', 'B) meeting', 'C) television', 'D) guide', 'E) newspaper']",E) newspaper,E) newspaper,TRUE,TRUE,Where do people traditionally get info about the world?,E) newspaper,TRUE,1,1,1.2,0,
1340,Where do people traditionally get information about the world?,Where do people traditionally get nnerafni about the world?,information,nnerafni,8,34,42,0.8,397,-0.563917718,0.272949487,Where do people traditionally get information about the world?,34,45,"['A) book', 'B) meeting', 'C) television', 'D) guide', 'E) newspaper']",E) newspaper,E) newspaper,TRUE,TRUE,Where do people traditionally get information about the world?,E) newspaper,TRUE,1,1,1,0,
1341,"The sun was out and the temperature changing rapidly, it was really beginning to what?","The sun was out and the temperature changing rapidly, it was really beginning to what?",temperature,temperature,0,24,35,0,398,,0.114487268,"The sun was out and the temperature changing rapidly, it was really beginning to what?",24,35,"['A) drop to zero', 'B) increase', 'C) cool down', 'D) dropping quickly', 'E) heat up']",E) heat up,E) heat up,TRUE,TRUE,"The sun was out and the temperature changing rapidly, it was really beginning to what?",E) heat up,TRUE,1,1,0,1,
1342,"The sun was out and the temperature changing rapidly, it was really beginning to what?","The sun was out and the tumperature changing rapidly, it was really beginning to what?",temperature,tumperature,1,24,35,0.2,398,-0.941242808,0.114487268,"The sun was out and the temperature changing rapidly, it was really beginning to what?",24,35,"['A) drop to zero', 'B) increase', 'C) cool down', 'D) dropping quickly', 'E) heat up']",E) heat up,E) heat up,TRUE,TRUE,"The sun was out and the temperature changing rapidly, it was really beginning to what?",E) heat up,TRUE,1,1,0.090909091,1,
1343,"The sun was out and the temperature changing rapidly, it was really beginning to what?","The sun was out and the etpratrae changing rapidly, it was really beginning to what?",temperature,etpratrae,5,24,33,0.4,398,-0.941242808,0.114487268,"The sun was out and the temperature changing rapidly, it was really beginning to what?",24,35,"['A) drop to zero', 'B) increase', 'C) cool down', 'D) dropping quickly', 'E) heat up']",E) heat up,E) heat up,TRUE,TRUE,"The sun was out and the temperature changing rapidly, it was really beginning to what?",E) heat up,TRUE,1,1,0.555555556,0,
1344,"The sun was out and the temperature changing rapidly, it was really beginning to what?","The sun was out and the mmlntterq changing rapidly, it was really beginning to what?",temperature,mmlntterq,8,24,33,0.8,398,-0.941242808,0.114487268,"The sun was out and the temperature changing rapidly, it was really beginning to what?",24,35,"['A) drop to zero', 'B) increase', 'C) cool down', 'D) dropping quickly', 'E) heat up']",E) heat up,E) heat up,TRUE,TRUE,"The sun was out and the weather changing rapidly, it was really beginning to what?",E) heat up,TRUE,1,1,0.888888889,0,
1345,She'd sooner just spray herself with water than the what she didn't like the smell of?,She'd sooner just spray herself with water than the what she didn't like the smell of?,water,water,0,37,42,0,399,,0.061332818,She'd sooner just spray herself with water than the what she didn't like the smell of?,37,42,"['A) perfume', 'B) air', 'C) fountain', 'D) swamp', 'E) puddle']",A) perfume,A) perfume,TRUE,TRUE,She'd sooner just spray herself with water than the thing she didn't like the smell of?,A) perfume,TRUE,1,1,0,1,
1346,She'd sooner just spray herself with water than the what she didn't like the smell of?,She'd sooner just spray herself with tre than the what she didn't like the smell of?,water,tre,4,37,40,0.2,399,-1.21230708,0.061332818,She'd sooner just spray herself with water than the what she didn't like the smell of?,37,42,"['A) perfume', 'B) air', 'C) fountain', 'D) swamp', 'E) puddle']",A) perfume,D) swamp,FALSE,TRUE,She'd sooner just spray herself with perfume than the what she didn't like the smell of?,B) air,FALSE,0,0,1.333333333,0,
1347,She'd sooner just spray herself with water than the what she didn't like the smell of?,She'd sooner just spray herself with znttcrr than the what she didn't like the smell of?,water,znttcrr,5,37,44,0.4,399,-1.21230708,0.061332818,She'd sooner just spray herself with water than the what she didn't like the smell of?,37,42,"['A) perfume', 'B) air', 'C) fountain', 'D) swamp', 'E) puddle']",A) perfume,A) perfume,TRUE,TRUE,She'd sooner just spray herself with perfume than the what she didn't like the smell of?,B) air,FALSE,1,0,0.714285714,0,
1348,She'd sooner just spray herself with water than the what she didn't like the smell of?,She'd sooner just spray herself with wwdh than the what she didn't like the smell of?,water,wwdh,4,37,41,0.8,399,-1.21230708,0.061332818,She'd sooner just spray herself with water than the what she didn't like the smell of?,37,42,"['A) perfume', 'B) air', 'C) fountain', 'D) swamp', 'E) puddle']",A) perfume,A) perfume,TRUE,TRUE,She'd sooner just spray herself with perfume than the what she didn't like the smell of?,B) air,FALSE,1,0,1,0,
1349,What would a person expect if they are competent in their school work?,What would a person expect if they are competent in their school work?,person,person,0,13,19,0,400,,0.041865822,What would a person expect if they are competent in their school work?,13,19,"['A) compliments', 'B) passing grade', 'C) intellectual challenge', 'D) sticker', 'E) avoid pain']",B) passing grade,B) passing grade,TRUE,TRUE,What would a person expect if they are competent in their schoolwork?,B) passing grade,TRUE,1,1,0,1,
1350,What would a person expect if they are competent in their school work?,What would a esron expect if they are competent in their school work?,person,esron,3,13,18,0.1,400,-1.378140378,0.041865822,What would a person expect if they are competent in their school work?,13,19,"['A) compliments', 'B) passing grade', 'C) intellectual challenge', 'D) sticker', 'E) avoid pain']",B) passing grade,B) passing grade,TRUE,TRUE,What would a person expect if they are competent in their school work?,B) passing grade,TRUE,1,1,0.6,0,
1351,What would a person expect if they are competent in their school work?,What would a eprvon expect if they are competent in their school work?,person,eprvon,3,13,19,0.2,400,-1.378140378,0.041865822,What would a person expect if they are competent in their school work?,13,19,"['A) compliments', 'B) passing grade', 'C) intellectual challenge', 'D) sticker', 'E) avoid pain']",B) passing grade,B) passing grade,TRUE,TRUE,What would a person expect if they are competent in their school work?,B) passing grade,TRUE,1,1,0.5,0,
1352,What would a person expect if they are competent in their school work?,What would a prsokn expect if they are competent in their school work?,person,prsokn,2,13,19,0.4,400,-1.378140378,0.041865822,What would a person expect if they are competent in their school work?,13,19,"['A) compliments', 'B) passing grade', 'C) intellectual challenge', 'D) sticker', 'E) avoid pain']",B) passing grade,B) passing grade,TRUE,TRUE,What would a person expect if they are competent in their school work?,B) passing grade,TRUE,1,1,0.333333333,0,
1353,What would a person expect if they are competent in their school work?,What would a ernno expect if they are competent in their school work?,person,ernno,4,13,18,0.8,400,-1.378140378,0.041865822,What would a person expect if they are competent in their school work?,13,19,"['A) compliments', 'B) passing grade', 'C) intellectual challenge', 'D) sticker', 'E) avoid pain']",B) passing grade,B) passing grade,TRUE,TRUE,What would a learner expect if they are competent in their school work?,B) passing grade,TRUE,1,1,0.8,0,
1354,What would a person do if he or she wanted to get good grades?,What would a person do if he or she wanted to get good grades?,person,person,0,13,19,0,401,,0.036253758,What would a person do if he or she wanted to get good grades?,13,19,"['A) feel proud', 'B) try to learn', 'C) need assistance', 'D) thank god', 'E) read alot']",B) try to learn,B) try to learn,TRUE,TRUE,What would a person do if he or she wanted to get good grades?,B) try to learn,TRUE,1,1,0,1,
1355,What would a person do if he or she wanted to get good grades?,What would a aerson do if he or she wanted to get good grades?,person,aerson,1,13,19,0.4,401,-1.440646971,0.036253758,What would a person do if he or she wanted to get good grades?,13,19,"['A) feel proud', 'B) try to learn', 'C) need assistance', 'D) thank god', 'E) read alot']",B) try to learn,B) try to learn,TRUE,TRUE,What would a person do if he or she wanted to get good grades?,B) try to learn,TRUE,1,1,0.166666667,0,
1356,What would a person do if he or she wanted to get good grades?,What would a erwsa do if he or she wanted to get good grades?,person,erwsa,4,13,18,0.8,401,-1.440646971,0.036253758,What would a person do if he or she wanted to get good grades?,13,19,"['A) feel proud', 'B) try to learn', 'C) need assistance', 'D) thank god', 'E) read alot']",B) try to learn,B) try to learn,TRUE,TRUE,What would a student do if he or she wanted to get good grades?,B) try to learn,TRUE,1,1,0.8,0,
1357,There weren't enough chairs for everyone.  What might have to be delayed?,There weren't enough chairs for everyone.  What might have to be delayed?,chairs,chairs,0,21,27,0,402,,0.03339655,There weren't enough chairs for everyone.  What might have to be delayed?,21,27,"['A) bookstore', 'B) building', 'C) meeting', 'D) office', 'E) coffeehouse']",C) meeting,C) meeting,TRUE,TRUE,There weren't enough chairs for everyone. What might have to be delayed?,C) meeting,TRUE,1,1,0,1,
1358,There weren't enough chairs for everyone.  What might have to be delayed?,There weren't enough chirs for everyone.  What might have to be delayed?,chairs,chirs,1,21,26,0.1,402,-1.476298401,0.03339655,There weren't enough chairs for everyone.  What might have to be delayed?,21,27,"['A) bookstore', 'B) building', 'C) meeting', 'D) office', 'E) coffeehouse']",C) meeting,C) meeting,TRUE,TRUE,There weren't enough chairs for everyone. What might have to be delayed?,C) meeting,TRUE,1,1,0.2,0,
1359,There weren't enough chairs for everyone.  What might have to be delayed?,There weren't enough cahir for everyone.  What might have to be delayed?,chairs,cahir,3,21,26,0.4,402,-1.476298401,0.03339655,There weren't enough chairs for everyone.  What might have to be delayed?,21,27,"['A) bookstore', 'B) building', 'C) meeting', 'D) office', 'E) coffeehouse']",C) meeting,C) meeting,TRUE,TRUE,There weren't enough chairs for everyone. What might have to be delayed?,C) meeting,TRUE,1,1,0.6,0,
1360,There weren't enough chairs for everyone.  What might have to be delayed?,There weren't enough nhhaase for everyone.  What might have to be delayed?,chairs,nhhaase,5,21,28,0.8,402,-1.476298401,0.03339655,There weren't enough chairs for everyone.  What might have to be delayed?,21,27,"['A) bookstore', 'B) building', 'C) meeting', 'D) office', 'E) coffeehouse']",C) meeting,C) meeting,TRUE,TRUE,There weren't enough chairs for everyone. What might have to be delayed?,C) meeting,TRUE,1,1,0.714285714,0,
1361,Where does a shadow usually appear?,Where does a shadow usually appear?,shadow,shadow,0,13,19,0,403,,0.006051688,Where does a shadow usually appear?,13,19,"['A) suface of moon', 'B) building', 'C) bridge', 'D) ground', 'E) bright light']",D) ground,D) ground,TRUE,TRUE,Where does a shadow usually appear?,D) ground,TRUE,1,1,0,1,
1362,Where does a shadow usually appear?,Where does a haoe usually appear?,shadow,haoe,3,13,17,0.1,403,-2.218123505,0.006051688,Where does a shadow usually appear?,13,19,"['A) suface of moon', 'B) building', 'C) bridge', 'D) ground', 'E) bright light']",D) ground,D) ground,TRUE,TRUE,Where does a hole usually appear?,D) ground,TRUE,1,1,0.75,0,
1363,Where does a shadow usually appear?,Where does a hsadow usually appear?,shadow,hsadow,2,13,19,0.2,403,-2.218123505,0.006051688,Where does a shadow usually appear?,13,19,"['A) suface of moon', 'B) building', 'C) bridge', 'D) ground', 'E) bright light']",D) ground,D) ground,TRUE,TRUE,Where does a shadow usually appear?,D) ground,TRUE,1,1,0.333333333,0,
1364,Where does a shadow usually appear?,Where does a ahadod usually appear?,shadow,ahadod,2,13,19,0.4,403,-2.218123505,0.006051688,Where does a shadow usually appear?,13,19,"['A) suface of moon', 'B) building', 'C) bridge', 'D) ground', 'E) bright light']",D) ground,D) ground,TRUE,TRUE,Where does a tornado usually appear?,D) ground,TRUE,1,1,0.333333333,0,
1365,Where does a shadow usually appear?,Where does a ahow usually appear?,shadow,ahow,3,13,17,0.8,403,-2.218123505,0.006051688,Where does a shadow usually appear?,13,19,"['A) suface of moon', 'B) building', 'C) bridge', 'D) ground', 'E) bright light']",D) ground,B) building,FALSE,TRUE,Where does a show usually appear?,B) building,FALSE,0,0,0.75,0,
1366,When we are thankful for getting something what do we do?,When we are thankful for getting something what do we do?,getting,getting,0,25,32,0,404,,0.014002475,When we are thankful for getting something what do we do?,25,32,"['A) say thank', 'B) smile', 'C) looking for', 'D) get more', 'E) show appreciation']",E) show appreciation,E) show appreciation,TRUE,TRUE,"When we are thankful for getting something, what do we do?",E) show appreciation,TRUE,1,1,0,1,
1367,When we are thankful for getting something what do we do?,When we are thankful for gettign something what do we do?,getting,gettign,2,25,32,0.2,404,-1.853795195,0.014002475,When we are thankful for getting something what do we do?,25,32,"['A) say thank', 'B) smile', 'C) looking for', 'D) get more', 'E) show appreciation']",E) show appreciation,E) show appreciation,TRUE,TRUE,"When we are thankful for getting something, what do we do?",E) show appreciation,TRUE,1,1,0.285714286,0,
1368,When we are thankful for getting something what do we do?,When we are thankful for setainn something what do we do?,getting,setainn,3,25,32,0.4,404,-1.853795195,0.014002475,When we are thankful for getting something what do we do?,25,32,"['A) say thank', 'B) smile', 'C) looking for', 'D) get more', 'E) show appreciation']",E) show appreciation,E) show appreciation,TRUE,TRUE,"When we are thankful for something, what do we do?",E) show appreciation,TRUE,1,1,0.428571429,0,
1369,When we are thankful for getting something what do we do?,When we are thankful for gntjio something what do we do?,getting,gntjio,4,25,31,0.8,404,-1.853795195,0.014002475,When we are thankful for getting something what do we do?,25,32,"['A) say thank', 'B) smile', 'C) looking for', 'D) get more', 'E) show appreciation']",E) show appreciation,E) show appreciation,TRUE,TRUE,"When we are thankful for something, what do we do?",E) show appreciation,TRUE,1,1,0.666666667,0,
1370,What preposition do you use if you want to combine two words?,What preposition do you use if you want to combine two words?,preposition,preposition,0,5,16,0,405,,3.05E-06,What preposition do you use if you want to combine two words?,5,16,"['A) article', 'B) adjective', 'C) interjection', 'D) conjunction', 'E) pronoun']",D) conjunction,D) conjunction,TRUE,TRUE,What punctuation mark do you use if you want to combine two words?,D) conjunction,TRUE,1,1,0,1,
1371,What preposition do you use if you want to combine two words?,What rpepositgon do you use if you want to combine two words?,preposition,rpepositgon,3,5,16,0.2,405,-5.515496396,3.05E-06,What preposition do you use if you want to combine two words?,5,16,"['A) article', 'B) adjective', 'C) interjection', 'D) conjunction', 'E) pronoun']",D) conjunction,D) conjunction,TRUE,TRUE,What preposition do you use if you want to combine two words?,D) conjunction,TRUE,1,1,0.272727273,0,
1372,What preposition do you use if you want to combine two words?,What preppssitt do you use if you want to combine two words?,preposition,preppssitt,5,5,15,0.4,405,-5.515496396,3.05E-06,What preposition do you use if you want to combine two words?,5,16,"['A) article', 'B) adjective', 'C) interjection', 'D) conjunction', 'E) pronoun']",D) conjunction,D) conjunction,TRUE,TRUE,What preposition do you use if you want to combine two words?,D) conjunction,TRUE,1,1,0.5,0,
1373,What preposition do you use if you want to combine two words?,What prepezssciu do you use if you want to combine two words?,preposition,prepezssciu,6,5,16,0.8,405,-5.515496396,3.05E-06,What preposition do you use if you want to combine two words?,5,16,"['A) article', 'B) adjective', 'C) interjection', 'D) conjunction', 'E) pronoun']",D) conjunction,D) conjunction,TRUE,TRUE,What prefix do you use if you want to combine two words?,D) conjunction,TRUE,1,1,0.545454545,0,
1374,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",changing society,changing society,0,64,80,0,406,,4.46E-05,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",64,80,"['A) riots', 'B) vote', 'C) change yourself', 'D) social activism', 'E) change clothes']",C) change yourself,C) change yourself,TRUE,TRUE,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",C) change yourself,TRUE,1,1,0,1,
1375,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","Some might say that if you want to do something that results in chancing socoety then you need to start from within, to do this what would you be doing?",changing society,chancing socoety,2,64,80,0.1,406,-4.351040016,4.46E-05,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",64,80,"['A) riots', 'B) vote', 'C) change yourself', 'D) social activism', 'E) change clothes']",C) change yourself,C) change yourself,TRUE,TRUE,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",C) change yourself,TRUE,1,1,0.125,0,
1376,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","Some might say that if you want to do something that results in chanding  ocety then you need to start from within, to do this what would you be doing?",changing society,chanding  ocety,3,64,79,0.2,406,-4.351040016,4.46E-05,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",64,80,"['A) riots', 'B) vote', 'C) change yourself', 'D) social activism', 'E) change clothes']",C) change yourself,C) change yourself,TRUE,TRUE,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",C) change yourself,TRUE,1,1,0.2,0,
1377,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","Some might say that if you want to do something that results in cahnwegg societ then you need to start from within, to do this what would you be doing?",changing society,cahnwegg societ,6,64,79,0.4,406,-4.351040016,4.46E-05,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",64,80,"['A) riots', 'B) vote', 'C) change yourself', 'D) social activism', 'E) change clothes']",C) change yourself,C) change yourself,TRUE,TRUE,"Some might say that if you want to do something that results in change society then you need to start from within, to do this what would you be doing?",C) change yourself,TRUE,1,1,0.4,0,
1378,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","Some might say that if you want to do something that results in acmypesvauye then you need to start from within, to do this what would you be doing?",changing society,acmypesvauye,14,64,76,0.8,406,-4.351040016,4.46E-05,"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?",64,80,"['A) riots', 'B) vote', 'C) change yourself', 'D) social activism', 'E) change clothes']",C) change yourself,C) change yourself,TRUE,TRUE,"Some might say that if you want to do something that results in accomplishment, then you need to start from within. To do this, what would you be doing?",C) change yourself,TRUE,1,1,1.166666667,0,
1379,"If I take my heifer out East, where's a place we might end up?","If I take my heifer out East, where's a place we might end up?",heifer,heifer,0,13,19,0,407,,9.81E-06,"If I take my heifer out East, where's a place we might end up?",13,19,"['A) new hampshire', 'B) dairy farm', 'C) farm field', 'D) texas', 'E) county fair']",A) new hampshire,A) New Hampshire,TRUE,TRUE,"If I take my heifer out East, where's a place we might end up?",A) New Hampshire,TRUE,1,1,0,1,
1380,"If I take my heifer out East, where's a place we might end up?","If I take my heier out East, where's a place we might end up?",heifer,heier,1,13,18,0.2,407,-5.008247657,9.81E-06,"If I take my heifer out East, where's a place we might end up?",13,19,"['A) new hampshire', 'B) dairy farm', 'C) farm field', 'D) texas', 'E) county fair']",A) new hampshire,A) New Hampshire,TRUE,TRUE,"If I take my hair out East, where's a place we might end up?",A) New Hampshire,TRUE,1,1,0.2,0,
1381,"If I take my heifer out East, where's a place we might end up?","If I take my myiifee out East, where's a place we might end up?",heifer,myiifee,4,13,20,0.4,407,-5.008247657,9.81E-06,"If I take my heifer out East, where's a place we might end up?",13,19,"['A) new hampshire', 'B) dairy farm', 'C) farm field', 'D) texas', 'E) county fair']",A) new hampshire,A) New Hampshire,TRUE,TRUE,"If I take my wife out East, where's a place we might end up?",A) New Hampshire,TRUE,1,1,0.571428571,0,
1382,"If I take my heifer out East, where's a place we might end up?","If I take my hmpr out East, where's a place we might end up?",heifer,hmpr,4,13,17,0.8,407,-5.008247657,9.81E-06,"If I take my heifer out East, where's a place we might end up?",13,19,"['A) new hampshire', 'B) dairy farm', 'C) farm field', 'D) texas', 'E) county fair']",A) new hampshire,A) New Hampshire,TRUE,TRUE,"If I take my camper out East, where's a place we might end up?",A) New Hampshire,TRUE,1,1,1,0,
1383,"What would form on your feet, if you were jogging all day?","What would form on your feet, if you were jogging all day?",jogging,jogging,0,42,49,0,409,,0.002242882,"What would form on your feet, if you were jogging all day?",42,49,"['A) heart attacks', 'B) hole in your socks', 'C) exhaustion', 'D) shortness of breath', 'E) blisters']",E) blisters,E) blisters,TRUE,TRUE,"What would form on your feet, if you were jogging all day?",E) blisters,TRUE,1,1,0,1,
1384,"What would form on your feet, if you were jogging all day?","What would form on your feet, if you were jogginz all day?",jogging,jogginz,1,42,49,0.1,409,-2.649193567,0.002242882,"What would form on your feet, if you were jogging all day?",42,49,"['A) heart attacks', 'B) hole in your socks', 'C) exhaustion', 'D) shortness of breath', 'E) blisters']",E) blisters,E) blisters,TRUE,TRUE,"What would form on your feet, if you were jogging all day?",E) blisters,TRUE,1,1,0.142857143,0,
1385,"What would form on your feet, if you were jogging all day?","What would form on your feet, if you were jjgging all day?",jogging,jjgging,1,42,49,0.2,409,-2.649193567,0.002242882,"What would form on your feet, if you were jogging all day?",42,49,"['A) heart attacks', 'B) hole in your socks', 'C) exhaustion', 'D) shortness of breath', 'E) blisters']",E) blisters,E) blisters,TRUE,TRUE,"What would form on your feet, if you were jogging all day?",E) blisters,TRUE,1,1,0.142857143,0,
1386,"What would form on your feet, if you were jogging all day?","What would form on your feet, if you were joxng all day?",jogging,joxng,3,42,47,0.4,409,-2.649193567,0.002242882,"What would form on your feet, if you were jogging all day?",42,49,"['A) heart attacks', 'B) hole in your socks', 'C) exhaustion', 'D) shortness of breath', 'E) blisters']",E) blisters,E) blisters,TRUE,TRUE,"What would form on your feet, if you were jogging all day?",E) blisters,TRUE,1,1,0.6,0,
1387,"What would form on your feet, if you were jogging all day?","What would form on your feet, if you were sogoacgg all day?",jogging,sogoacgg,5,42,50,0.8,409,-2.649193567,0.002242882,"What would form on your feet, if you were jogging all day?",42,49,"['A) heart attacks', 'B) hole in your socks', 'C) exhaustion', 'D) shortness of breath', 'E) blisters']",E) blisters,E) blisters,TRUE,TRUE,"What would form on your feet, if you were standing all day?",E) blisters,TRUE,1,1,0.625,0,
1388,Where should you find a school in?,Where should you find a school in?,school,school,0,24,30,0,410,,4.31E-05,Where should you find a school in?,24,30,"['A) residential neighborhood', 'B) mosque', 'C) every city', 'D) prague', 'E) community']",C) every city,C) every city,TRUE,TRUE,Where should you find a school in?,C) every city,TRUE,1,1,0,1,
1389,Where should you find a school in?,Where should you find a shool in?,school,shool,1,24,29,0.2,410,-4.365904939,4.31E-05,Where should you find a school in?,24,30,"['A) residential neighborhood', 'B) mosque', 'C) every city', 'D) prague', 'E) community']",C) every city,C) every city,TRUE,TRUE,Where should you find a school in?,C) every city,TRUE,1,1,0.2,0,
1390,Where should you find a school in?,Where should you find a shcool in?,school,shcool,2,24,30,0.4,410,-4.365904939,4.31E-05,Where should you find a school in?,24,30,"['A) residential neighborhood', 'B) mosque', 'C) every city', 'D) prague', 'E) community']",C) every city,C) every city,TRUE,TRUE,Where should you find a school in?,C) every city,TRUE,1,1,0.333333333,0,
1391,Where should you find a school in?,Where should you find a ahcoou in?,school,ahcoou,4,24,30,0.8,410,-4.365904939,4.31E-05,Where should you find a school in?,24,30,"['A) residential neighborhood', 'B) mosque', 'C) every city', 'D) prague', 'E) community']",C) every city,E) community,FALSE,TRUE,Where should you find a school in?,C) every city,TRUE,0,1,0.666666667,0,
1392,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?","She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",love,love,0,11,15,0,411,,0.26094681,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",11,15,"['A) wait for', 'B) eat out', 'C) entertain', 'D) please parents', 'E) paint']",C) entertain,C) entertain,TRUE,TRUE,"She had a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",C) entertain,TRUE,1,1,0,1,
1393,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?","She a deep loev for all her friends, every Friday she had an open invitation for them as she loved to host and what?",love,loev,2,11,15,0.1,411,-0.583448007,0.26094681,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",11,15,"['A) wait for', 'B) eat out', 'C) entertain', 'D) please parents', 'E) paint']",C) entertain,C) entertain,TRUE,TRUE,"She had a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",C) entertain,TRUE,1,1,0.5,0,
1394,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?","She a deep lovv for all her friends, every Friday she had an open invitation for them as she loved to host and what?",love,lovv,1,11,15,0.4,411,-0.583448007,0.26094681,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",11,15,"['A) wait for', 'B) eat out', 'C) entertain', 'D) please parents', 'E) paint']",C) entertain,C) entertain,TRUE,TRUE,"She had a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",C) entertain,TRUE,1,1,0.25,0,
