,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
629,"They checked the weather one more time during the flight, they were on their way to paradise and wanted it to what?","They checked the qauhhe one more time during the flight, they were on their way to paradise and wanted it to what?",weather,qauhhe,5,17,23,0.8,0.004533755,"They checked the weather one more time during the flight, they were on their way to paradise and wanted it to what?",17,24,"['A) look beautiful', 'B) be happy', 'C) change quickly', 'D) occur here', 'E) surprise us']",A) look beautiful,A) look beautiful,TRUE,TRUE,1,,,
630,What are you hoping to achieve when talking to someone?,What are you hoping to achieve when talking to someone?,talking,talking,0,36,43,0,0.375542253,What are you hoping to achieve when talking to someone?,36,43,"['A) communicating with others', 'B) hurt feelings', 'C) dry mouth', 'D) intimacy', 'E) changing behavior']",A) communicating with others,A) communicating with others,TRUE,TRUE,1,1,0,0
631,What are you hoping to achieve when talking to someone?,What are you hoping to achieve when talking to someone?,talking,talking,0,36,43,0.1,0.375542253,What are you hoping to achieve when talking to someone?,36,43,"['A) communicating with others', 'B) hurt feelings', 'C) dry mouth', 'D) intimacy', 'E) changing behavior']",A) communicating with others,A) communicating with others,TRUE,TRUE,1,,,
632,What are you hoping to achieve when talking to someone?,What are you hoping to achieve when talking to someone?,talking,talking,0,36,43,0.2,0.375542253,What are you hoping to achieve when talking to someone?,36,43,"['A) communicating with others', 'B) hurt feelings', 'C) dry mouth', 'D) intimacy', 'E) changing behavior']",A) communicating with others,A) communicating with others,TRUE,TRUE,1,,,
633,What are you hoping to achieve when talking to someone?,What are you hoping to achieve when talking to someone?,talking,talking,0,36,43,0.4,0.375542253,What are you hoping to achieve when talking to someone?,36,43,"['A) communicating with others', 'B) hurt feelings', 'C) dry mouth', 'D) intimacy', 'E) changing behavior']",A) communicating with others,A) communicating with others,TRUE,TRUE,1,,,
634,What are you hoping to achieve when talking to someone?,What are you hoping to achieve when elklgd to someone?,talking,elklgd,5,36,42,0.8,0.375542253,What are you hoping to achieve when talking to someone?,36,43,"['A) communicating with others', 'B) hurt feelings', 'C) dry mouth', 'D) intimacy', 'E) changing behavior']",A) communicating with others,A) communicating with others,TRUE,TRUE,1,,,
635,What has a master of their craft done about that craft?,What has a master of their craft done about that craft?,master,master,0,11,17,0,0.130848944,What has a master of their craft done about that craft?,11,17,"['A) drill', 'B) committed murder most vile', 'C) bargemaster', 'D) learn', 'E) understand']",D) learn,D) learn,TRUE,TRUE,1,1,0,0
636,What has a master of their craft done about that craft?,What has a master of their craft done about that craft?,master,master,0,11,17,0.1,0.130848944,What has a master of their craft done about that craft?,11,17,"['A) drill', 'B) committed murder most vile', 'C) bargemaster', 'D) learn', 'E) understand']",D) learn,D) learn,TRUE,TRUE,1,,,
637,What has a master of their craft done about that craft?,What has a aaster of their craft done about that craft?,master,aaster,1,11,17,0.2,0.130848944,What has a master of their craft done about that craft?,11,17,"['A) drill', 'B) committed murder most vile', 'C) bargemaster', 'D) learn', 'E) understand']",D) learn,D) learn,TRUE,TRUE,1,,,
638,What has a master of their craft done about that craft?,What has a mshtr of their craft done about that craft?,master,mshtr,3,11,16,0.4,0.130848944,What has a master of their craft done about that craft?,11,17,"['A) drill', 'B) committed murder most vile', 'C) bargemaster', 'D) learn', 'E) understand']",D) learn,D) learn,TRUE,TRUE,1,,,
639,What has a master of their craft done about that craft?,What has a mxt of their craft done about that craft?,master,mxt,4,11,14,0.8,0.130848944,What has a master of their craft done about that craft?,11,17,"['A) drill', 'B) committed murder most vile', 'C) bargemaster', 'D) learn', 'E) understand']",D) learn,D) learn,TRUE,TRUE,1,,,
640,If your watching television and accomplish nothing what have you done?,If your watching television and accomplish nothing what have you done?,watching television,watching television,0,8,27,0,4.56E-05,If your watching television and accomplish nothing what have you done?,8,27,"['A) getting fat', 'B) get fat', 'C) typing words', 'D) falling asleep', 'E) wasted time']",E) wasted time,E) wasted time,TRUE,TRUE,1,1,0,0
641,If your watching television and accomplish nothing what have you done?,If your watching televiisnn and accomplish nothing what have you done?,watching television,watching televiisnn,3,8,27,0.1,4.56E-05,If your watching television and accomplish nothing what have you done?,8,27,"['A) getting fat', 'B) get fat', 'C) typing words', 'D) falling asleep', 'E) wasted time']",E) wasted time,E) wasted time,TRUE,TRUE,1,,,
642,If your watching television and accomplish nothing what have you done?,If your awtching relevison and accomplish nothing what have you done?,watching television,awtching relevison,4,8,26,0.2,4.56E-05,If your watching television and accomplish nothing what have you done?,8,27,"['A) getting fat', 'B) get fat', 'C) typing words', 'D) falling asleep', 'E) wasted time']",E) wasted time,E) wasted time,TRUE,TRUE,1,,,
643,If your watching television and accomplish nothing what have you done?,If your ettchhn eelevisi and accomplish nothing what have you done?,watching television,ettchhn eelevisi,7,8,24,0.4,4.56E-05,If your watching television and accomplish nothing what have you done?,8,27,"['A) getting fat', 'B) get fat', 'C) typing words', 'D) falling asleep', 'E) wasted time']",E) wasted time,E) wasted time,TRUE,TRUE,1,,,
644,If your watching television and accomplish nothing what have you done?,If your wwaatcchnn ikleldmono and accomplish nothing what have you done?,watching television,wwaatcchnn ikleldmono,12,8,29,0.8,4.56E-05,If your watching television and accomplish nothing what have you done?,8,27,"['A) getting fat', 'B) get fat', 'C) typing words', 'D) falling asleep', 'E) wasted time']",E) wasted time,E) wasted time,TRUE,TRUE,1,,,
645,"He was in a cabin in the woods, through the window he saw a fox where?","He was in a cabin in the woods, through the window he saw a fox where?",fox,fox,0,60,63,0,0.00017327,"He was in a cabin in the woods, through the window he saw a fox where?",60,63,"['A) indiana', 'B) england', 'C) outside', 'D) on the wall', 'E) picture']",C) outside,C) outside,TRUE,TRUE,1,1,0,0
646,"He was in a cabin in the woods, through the window he saw a fox where?","He was in a cabin in the woods, through the window he saw a fox where?",fox,fox,0,60,63,0.1,0.00017327,"He was in a cabin in the woods, through the window he saw a fox where?",60,63,"['A) indiana', 'B) england', 'C) outside', 'D) on the wall', 'E) picture']",C) outside,C) outside,TRUE,TRUE,1,,,
647,"He was in a cabin in the woods, through the window he saw a fox where?","He was in a cabin in the woods, through the window he saw a fox where?",fox,fox,0,60,63,0.2,0.00017327,"He was in a cabin in the woods, through the window he saw a fox where?",60,63,"['A) indiana', 'B) england', 'C) outside', 'D) on the wall', 'E) picture']",C) outside,C) outside,TRUE,TRUE,1,,,
648,"He was in a cabin in the woods, through the window he saw a fox where?","He was in a cabin in the woods, through the window he saw a fox where?",fox,fox,0,60,63,0.4,0.00017327,"He was in a cabin in the woods, through the window he saw a fox where?",60,63,"['A) indiana', 'B) england', 'C) outside', 'D) on the wall', 'E) picture']",C) outside,C) outside,TRUE,TRUE,1,,,
649,"He was in a cabin in the woods, through the window he saw a fox where?","He was in a cabin in the woods, through the window he saw a foo where?",fox,foo,1,60,63,0.8,0.00017327,"He was in a cabin in the woods, through the window he saw a fox where?",60,63,"['A) indiana', 'B) england', 'C) outside', 'D) on the wall', 'E) picture']",C) outside,C) outside,TRUE,TRUE,1,,,
650,"He was a very sharp engineer, but when it came to the details his calculations could were often what?","He was a very sharp engineer, but when it came to the details his calculations could were often what?",sharp,sharp,0,14,19,0,0.000471831,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",14,19,"['A) complimentary', 'B) inelegant', 'C) ocean', 'D) dull', 'E) inaccurate']",E) inaccurate,E) inaccurate,TRUE,TRUE,1,1,0,0
651,"He was a very sharp engineer, but when it came to the details his calculations could were often what?","He was a very sharp engineer, but when it came to the details his calculations could were often what?",sharp,sharp,0,14,19,0.1,0.000471831,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",14,19,"['A) complimentary', 'B) inelegant', 'C) ocean', 'D) dull', 'E) inaccurate']",E) inaccurate,E) inaccurate,TRUE,TRUE,1,,,
652,"He was a very sharp engineer, but when it came to the details his calculations could were often what?","He was a very shap engineer, but when it came to the details his calculations could were often what?",sharp,shap,1,14,18,0.2,0.000471831,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",14,19,"['A) complimentary', 'B) inelegant', 'C) ocean', 'D) dull', 'E) inaccurate']",E) inaccurate,E) inaccurate,TRUE,TRUE,1,,,
653,"He was a very sharp engineer, but when it came to the details his calculations could were often what?","He was a very shrp engineer, but when it came to the details his calculations could were often what?",sharp,shrp,1,14,18,0.4,0.000471831,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",14,19,"['A) complimentary', 'B) inelegant', 'C) ocean', 'D) dull', 'E) inaccurate']",E) inaccurate,E) inaccurate,TRUE,TRUE,1,,,
654,"He was a very sharp engineer, but when it came to the details his calculations could were often what?","He was a very tp engineer, but when it came to the details his calculations could were often what?",sharp,tp,4,14,16,0.8,0.000471831,"He was a very sharp engineer, but when it came to the details his calculations could were often what?",14,19,"['A) complimentary', 'B) inelegant', 'C) ocean', 'D) dull', 'E) inaccurate']",E) inaccurate,E) inaccurate,TRUE,TRUE,1,,,
655,What will telling many people about an embarrassing situation lead to?,What will telling many people about an embarrassing situation lead to?,telling many people about,telling many people about,0,10,35,0,1.38E-05,What will telling many people about an embarrassing situation lead to?,10,35,"['A) notoriety', 'B) emotional distress', 'C) riot', 'D) bad dreams', 'E) annoyance']",B) emotional distress,A) notoriety,FALSE,TRUE,0,0,1,0
656,What will telling many people about an embarrassing situation lead to?,What will tdllil many people bout an embarrassing situation lead to?,telling many people about,tdllil many people bout,4,10,33,0.1,1.38E-05,What will telling many people about an embarrassing situation lead to?,10,35,"['A) notoriety', 'B) emotional distress', 'C) riot', 'D) bad dreams', 'E) annoyance']",B) emotional distress,A) notoriety,FALSE,TRUE,0,,,
657,What will telling many people about an embarrassing situation lead to?,What will telling amn peopllea but an embarrassing situation lead to?,telling many people about,telling amn peopllea but,7,10,34,0.2,1.38E-05,What will telling many people about an embarrassing situation lead to?,10,35,"['A) notoriety', 'B) emotional distress', 'C) riot', 'D) bad dreams', 'E) annoyance']",B) emotional distress,A) notoriety,FALSE,TRUE,0,,,
658,What will telling many people about an embarrassing situation lead to?,What will tellyngmanyrpsorehabouut an embarrassing situation lead to?,telling many people about,tellyngmanyrpsorehabouut,8,10,34,0.4,1.38E-05,What will telling many people about an embarrassing situation lead to?,10,35,"['A) notoriety', 'B) emotional distress', 'C) riot', 'D) bad dreams', 'E) annoyance']",B) emotional distress,B) emotional distress,TRUE,TRUE,1,,,
659,What will telling many people about an embarrassing situation lead to?,What will uelekini tbancoeef dte an embarrassing situation lead to?,telling many people about,uelekini tbancoeef dte,18,10,32,0.8,1.38E-05,What will telling many people about an embarrassing situation lead to?,10,35,"['A) notoriety', 'B) emotional distress', 'C) riot', 'D) bad dreams', 'E) annoyance']",B) emotional distress,B) emotional distress,TRUE,TRUE,1,,,
660,"The electric motor powered many important things, including one if almost every house. Name this item?","The electric motor powered many important things, including one if almost every house. Name this item?",electric motor,electric motor,0,4,18,0,0.000228896,"The electric motor powered many important things, including one if almost every house. Name this item?",4,18,"['A) electric locomotive', 'B) electric typewriter', 'C) multi-coloured walrus', 'D) electric refrigerator', 'E) electric drill']",D) electric refrigerator,D) electric refrigerator,TRUE,TRUE,1,1,0,0
661,"The electric motor powered many important things, including one if almost every house. Name this item?","The electric motor powered many important things, including one if almost every house. Name this item?",electric motor,electric motor,0,4,18,0.1,0.000228896,"The electric motor powered many important things, including one if almost every house. Name this item?",4,18,"['A) electric locomotive', 'B) electric typewriter', 'C) multi-coloured walrus', 'D) electric refrigerator', 'E) electric drill']",D) electric refrigerator,D) electric refrigerator,TRUE,TRUE,1,,,
662,"The electric motor powered many important things, including one if almost every house. Name this item?","The eelcqtrip motor powered many important things, including one if almost every house. Name this item?",electric motor,eelcqtrip motor,4,4,19,0.2,0.000228896,"The electric motor powered many important things, including one if almost every house. Name this item?",4,18,"['A) electric locomotive', 'B) electric typewriter', 'C) multi-coloured walrus', 'D) electric refrigerator', 'E) electric drill']",D) electric refrigerator,D) electric refrigerator,TRUE,TRUE,1,,,
663,"The electric motor powered many important things, including one if almost every house. Name this item?","The ilectriw omvro powered many important things, including one if almost every house. Name this item?",electric motor,ilectriw omvro,6,4,18,0.4,0.000228896,"The electric motor powered many important things, including one if almost every house. Name this item?",4,18,"['A) electric locomotive', 'B) electric typewriter', 'C) multi-coloured walrus', 'D) electric refrigerator', 'E) electric drill']",D) electric refrigerator,D) electric refrigerator,TRUE,TRUE,1,,,
664,"The electric motor powered many important things, including one if almost every house. Name this item?","The cleccric gqtrt powered many important things, including one if almost every house. Name this item?",electric motor,cleccric gqtrt,6,4,18,0.8,0.000228896,"The electric motor powered many important things, including one if almost every house. Name this item?",4,18,"['A) electric locomotive', 'B) electric typewriter', 'C) multi-coloured walrus', 'D) electric refrigerator', 'E) electric drill']",D) electric refrigerator,D) electric refrigerator,TRUE,TRUE,1,,,
665,Where can peanut butter be stored?,Where can peanut butter be stored?,peanut butter,peanut butter,0,10,23,0,1.55E-06,Where can peanut butter be stored?,10,23,"['A) container', 'B) supermarket', 'C) pantry', 'D) sandwich', 'E) jar']",C) pantry,A) container,FALSE,TRUE,0,0,1,0
666,Where can peanut butter be stored?,Where can peanut btter be stored?,peanut butter,peanut btter,1,10,22,0.1,1.55E-06,Where can peanut butter be stored?,10,23,"['A) container', 'B) supermarket', 'C) pantry', 'D) sandwich', 'E) jar']",C) pantry,A) container,FALSE,TRUE,0,,,
667,Where can peanut butter be stored?,Where can epannu butter be stored?,peanut butter,epannu butter,4,10,23,0.2,1.55E-06,Where can peanut butter be stored?,10,23,"['A) container', 'B) supermarket', 'C) pantry', 'D) sandwich', 'E) jar']",C) pantry,A) container,FALSE,TRUE,0,,,
668,Where can peanut butter be stored?,Where can ma ngntled be stored?,peanut butter,ma ngntled,10,10,20,0.4,1.55E-06,Where can peanut butter be stored?,10,23,"['A) container', 'B) supermarket', 'C) pantry', 'D) sandwich', 'E) jar']",C) pantry,A) container,FALSE,TRUE,0,,,
669,Where can peanut butter be stored?,Where can avt  mxtteeb be stored?,peanut butter,avt  mxtteeb,9,10,22,0.8,1.55E-06,Where can peanut butter be stored?,10,23,"['A) container', 'B) supermarket', 'C) pantry', 'D) sandwich', 'E) jar']",C) pantry,A) container,FALSE,TRUE,0,,,
670,Where would you play a board game with your family?,Where would you play a board game with your family?,board game,board game,0,23,33,0,0.002010351,Where would you play a board game with your family?,23,33,"['A) toy store', 'B) home', 'C) school', 'D) toy shop', 'E) shelf']",B) home,B) home,TRUE,TRUE,1,1,0,0
671,Where would you play a board game with your family?,Where would you play a boradgame with your family?,board game,boradgame,3,23,32,0.1,0.002010351,Where would you play a board game with your family?,23,33,"['A) toy store', 'B) home', 'C) school', 'D) toy shop', 'E) shelf']",B) home,B) home,TRUE,TRUE,1,,,
672,Where would you play a board game with your family?,Where would you play a boaarrd pawe with your family?,board game,boaarrd pawe,4,23,35,0.2,0.002010351,Where would you play a board game with your family?,23,33,"['A) toy store', 'B) home', 'C) school', 'D) toy shop', 'E) shelf']",B) home,B) home,TRUE,TRUE,1,,,
673,Where would you play a board game with your family?,Where would you play a poargegaame with your family?,board game,poargegaame,4,23,34,0.4,0.002010351,Where would you play a board game with your family?,23,33,"['A) toy store', 'B) home', 'C) school', 'D) toy shop', 'E) shelf']",B) home,B) home,TRUE,TRUE,1,,,
674,Where would you play a board game with your family?,Where would you play a bbkrvebgamm with your family?,board game,bbkrvebgamm,6,23,34,0.8,0.002010351,Where would you play a board game with your family?,23,33,"['A) toy store', 'B) home', 'C) school', 'D) toy shop', 'E) shelf']",B) home,B) home,TRUE,TRUE,1,,,
675,James needed a garage because he spent a lot of money on what?,James needed a garage because he spent a lot of money on what?,garage,garage,0,15,21,0,0.000102404,James needed a garage because he spent a lot of money on what?,15,21,"['A) bike', 'B) downtown', 'C) building', 'D) tool storage', 'E) car']",E) car,E) car,TRUE,TRUE,1,1,0,0
676,James needed a garage because he spent a lot of money on what?,James needed a ggsrage because he spent a lot of money on what?,garage,ggsrage,2,15,22,0.1,0.000102404,James needed a garage because he spent a lot of money on what?,15,21,"['A) bike', 'B) downtown', 'C) building', 'D) tool storage', 'E) car']",E) car,E) car,TRUE,TRUE,1,,,
677,James needed a garage because he spent a lot of money on what?,James needed a gakaeg because he spent a lot of money on what?,garage,gakaeg,3,15,21,0.2,0.000102404,James needed a garage because he spent a lot of money on what?,15,21,"['A) bike', 'B) downtown', 'C) building', 'D) tool storage', 'E) car']",E) car,E) car,TRUE,TRUE,1,,,
678,James needed a garage because he spent a lot of money on what?,James needed a grrage because he spent a lot of money on what?,garage,grrage,1,15,21,0.4,0.000102404,James needed a garage because he spent a lot of money on what?,15,21,"['A) bike', 'B) downtown', 'C) building', 'D) tool storage', 'E) car']",E) car,E) car,TRUE,TRUE,1,,,
679,James needed a garage because he spent a lot of money on what?,James needed a gnge because he spent a lot of money on what?,garage,gnge,3,15,19,0.8,0.000102404,James needed a garage because he spent a lot of money on what?,15,21,"['A) bike', 'B) downtown', 'C) building', 'D) tool storage', 'E) car']",E) car,E) car,TRUE,TRUE,1,,,
680,"Two friends wanted to spend a quiet evening together, what did they go see?","Two friends wanted to spend a quiet evening together, what did they go see?",friends,friends,0,4,11,0,0.064645477,"Two friends wanted to spend a quiet evening together, what did they go see?",4,11,"['A) wedding', ""B) friend's house"", 'C) internet cafe', 'D) movie', 'E) restaurant']",D) movie,D) movie,TRUE,TRUE,1,1,0,0
681,"Two friends wanted to spend a quiet evening together, what did they go see?","Two fiiends wanted to spend a quiet evening together, what did they go see?",friends,fiiends,1,4,11,0.1,0.064645477,"Two friends wanted to spend a quiet evening together, what did they go see?",4,11,"['A) wedding', ""B) friend's house"", 'C) internet cafe', 'D) movie', 'E) restaurant']",D) movie,D) movie,TRUE,TRUE,1,,,
682,"Two friends wanted to spend a quiet evening together, what did they go see?","Two friends wanted to spend a quiet evening together, what did they go see?",friends,friends,0,4,11,0.2,0.064645477,"Two friends wanted to spend a quiet evening together, what did they go see?",4,11,"['A) wedding', ""B) friend's house"", 'C) internet cafe', 'D) movie', 'E) restaurant']",D) movie,D) movie,TRUE,TRUE,1,,,
683,"Two friends wanted to spend a quiet evening together, what did they go see?","Two frineds wanted to spend a quiet evening together, what did they go see?",friends,frineds,2,4,11,0.4,0.064645477,"Two friends wanted to spend a quiet evening together, what did they go see?",4,11,"['A) wedding', ""B) friend's house"", 'C) internet cafe', 'D) movie', 'E) restaurant']",D) movie,D) movie,TRUE,TRUE,1,,,
684,"Two friends wanted to spend a quiet evening together, what did they go see?","Two ifrnsd wanted to spend a quiet evening together, what did they go see?",friends,ifrnsd,5,4,10,0.8,0.064645477,"Two friends wanted to spend a quiet evening together, what did they go see?",4,11,"['A) wedding', ""B) friend's house"", 'C) internet cafe', 'D) movie', 'E) restaurant']",D) movie,D) movie,TRUE,TRUE,1,,,
685,If you were looking for a lemur where would you find it?,If you were looking for a lemur where would you find it?,lemur,lemur,0,26,31,0,1.60E-06,If you were looking for a lemur where would you find it?,26,31,"['A) russia', 'B) at home', 'C) hole', 'D) field', 'E) heaven']",D) field,D) field,TRUE,TRUE,1,1,1,1
686,If you were looking for a lemur where would you find it?,If you were looking for a gemur where would you find it?,lemur,gemur,1,26,31,0.1,1.60E-06,If you were looking for a lemur where would you find it?,26,31,"['A) russia', 'B) at home', 'C) hole', 'D) field', 'E) heaven']",D) field,B) at home,FALSE,TRUE,0,,,
687,If you were looking for a lemur where would you find it?,If you were looking for a eemur where would you find it?,lemur,eemur,1,26,31,0.2,1.60E-06,If you were looking for a lemur where would you find it?,26,31,"['A) russia', 'B) at home', 'C) hole', 'D) field', 'E) heaven']",D) field,A) russia,FALSE,TRUE,0,,,
688,If you were looking for a lemur where would you find it?,If you were looking for a leme where would you find it?,lemur,leme,2,26,30,0.4,1.60E-06,If you were looking for a lemur where would you find it?,26,31,"['A) russia', 'B) at home', 'C) hole', 'D) field', 'E) heaven']",D) field,B) at home,FALSE,TRUE,0,,,
689,If you were looking for a lemur where would you find it?,If you were looking for a geemr where would you find it?,lemur,geemr,3,26,31,0.8,1.60E-06,If you were looking for a lemur where would you find it?,26,31,"['A) russia', 'B) at home', 'C) hole', 'D) field', 'E) heaven']",D) field,B) at home,FALSE,TRUE,0,,,
690,When you plant a garden you can harvest what to eat?,When you plant a garden you can harvest what to eat?,plant,plant,0,9,14,0,0.006772808,When you plant a garden you can harvest what to eat?,9,14,"['A) flower', 'B) animal', 'C) flower petals', 'D) vegetable', 'E) alive']",D) vegetable,D) vegetable,TRUE,TRUE,1,1,0,0
691,When you plant a garden you can harvest what to eat?,When you pmant a garden you can harvest what to eat?,plant,pmant,1,9,14,0.1,0.006772808,When you plant a garden you can harvest what to eat?,9,14,"['A) flower', 'B) animal', 'C) flower petals', 'D) vegetable', 'E) alive']",D) vegetable,D) vegetable,TRUE,TRUE,1,,,
692,When you plant a garden you can harvest what to eat?,When you lpjut a garden you can harvest what to eat?,plant,lpjut,4,9,14,0.2,0.006772808,When you plant a garden you can harvest what to eat?,9,14,"['A) flower', 'B) animal', 'C) flower petals', 'D) vegetable', 'E) alive']",D) vegetable,D) vegetable,TRUE,TRUE,1,,,
693,When you plant a garden you can harvest what to eat?,When you apnt a garden you can harvest what to eat?,plant,apnt,3,9,13,0.4,0.006772808,When you plant a garden you can harvest what to eat?,9,14,"['A) flower', 'B) animal', 'C) flower petals', 'D) vegetable', 'E) alive']",D) vegetable,D) vegetable,TRUE,TRUE,1,,,
694,When you plant a garden you can harvest what to eat?,When you paaw a garden you can harvest what to eat?,plant,paaw,3,9,13,0.8,0.006772808,When you plant a garden you can harvest what to eat?,9,14,"['A) flower', 'B) animal', 'C) flower petals', 'D) vegetable', 'E) alive']",D) vegetable,D) vegetable,TRUE,TRUE,1,,,
695,Where is basketball court likely to be outdoors?,Where is basketball court likely to be outdoors?,basketball court,basketball court,0,9,25,0,6.05E-06,Where is basketball court likely to be outdoors?,9,25,"['A) high school gymnasium', 'B) city', 'C) park', 'D) use', 'E) los angeles']",B) city,C) park,FALSE,TRUE,0,0,1,0
696,Where is basketball court likely to be outdoors?,Where is bassketball court likely to be outdoors?,basketball court,bassketball court,1,9,26,0.1,6.05E-06,Where is basketball court likely to be outdoors?,9,25,"['A) high school gymnasium', 'B) city', 'C) park', 'D) use', 'E) los angeles']",B) city,C) park,FALSE,TRUE,0,,,
697,Where is basketball court likely to be outdoors?,Where is asktballkcout likely to be outdoors?,basketball court,asktballkcout,4,9,22,0.2,6.05E-06,Where is basketball court likely to be outdoors?,9,25,"['A) high school gymnasium', 'B) city', 'C) park', 'D) use', 'E) los angeles']",B) city,C) park,FALSE,TRUE,0,,,
698,Where is basketball court likely to be outdoors?,Where is asketblol lovrt likely to be outdoors?,basketball court,asketblol lovrt,5,9,24,0.4,6.05E-06,Where is basketball court likely to be outdoors?,9,25,"['A) high school gymnasium', 'B) city', 'C) park', 'D) use', 'E) los angeles']",B) city,C) park,FALSE,TRUE,0,,,
699,Where is basketball court likely to be outdoors?,Where is nktkaogw likely to be outdoors?,basketball court,nktkaogw,12,9,17,0.8,6.05E-06,Where is basketball court likely to be outdoors?,9,25,"['A) high school gymnasium', 'B) city', 'C) park', 'D) use', 'E) los angeles']",B) city,C) park,FALSE,TRUE,0,,,
700,What could a balalaika be needed for?,What could a balalaika be needed for?,balalaika,balalaika,0,13,22,0,4.67E-06,What could a balalaika be needed for?,13,22,"['A) artist junkyard', 'B) music store', 'C) singing', 'D) symphony', 'E) orchestra']",D) symphony,B) music store,FALSE,TRUE,0,0,1,0
701,What could a balalaika be needed for?,What could a balalaika be needed for?,balalaika,balalaika,0,13,22,0.1,4.67E-06,What could a balalaika be needed for?,13,22,"['A) artist junkyard', 'B) music store', 'C) singing', 'D) symphony', 'E) orchestra']",D) symphony,B) music store,FALSE,TRUE,0,,,
702,What could a balalaika be needed for?,What could a balaeakir be needed for?,balalaika,balaeakir,4,13,22,0.2,4.67E-06,What could a balalaika be needed for?,13,22,"['A) artist junkyard', 'B) music store', 'C) singing', 'D) symphony', 'E) orchestra']",D) symphony,E) orchestra,FALSE,TRUE,0,,,
703,What could a balalaika be needed for?,What could a naliat be needed for?,balalaika,naliat,6,13,19,0.4,4.67E-06,What could a balalaika be needed for?,13,22,"['A) artist junkyard', 'B) music store', 'C) singing', 'D) symphony', 'E) orchestra']",D) symphony,E) orchestra,FALSE,TRUE,0,,,
704,What could a balalaika be needed for?,What could a anllzakai be needed for?,balalaika,anllzakai,6,13,22,0.8,4.67E-06,What could a balalaika be needed for?,13,22,"['A) artist junkyard', 'B) music store', 'C) singing', 'D) symphony', 'E) orchestra']",D) symphony,E) orchestra,FALSE,TRUE,0,,,
705,What type of home is most likely to have an attic filled with historical items?,What type of home is most likely to have an attic filled with historical items?,attic,attic,0,44,49,0,0.677332044,What type of home is most likely to have an attic filled with historical items?,44,49,"['A) top of home', 'B) older houses', 'C) victorian house', 'D) own home', 'E) material']",C) victorian house,B) older houses,FALSE,TRUE,0,0,1,0
706,What type of home is most likely to have an attic filled with historical items?,What type of home is most likely to have an attic filled with historical items?,attic,attic,0,44,49,0.1,0.677332044,What type of home is most likely to have an attic filled with historical items?,44,49,"['A) top of home', 'B) older houses', 'C) victorian house', 'D) own home', 'E) material']",C) victorian house,B) older houses,FALSE,TRUE,0,,,
707,What type of home is most likely to have an attic filled with historical items?,What type of home is most likely to have an atitc filled with historical items?,attic,atitc,2,44,49,0.2,0.677332044,What type of home is most likely to have an attic filled with historical items?,44,49,"['A) top of home', 'B) older houses', 'C) victorian house', 'D) own home', 'E) material']",C) victorian house,B) older houses,FALSE,TRUE,0,,,
708,What type of home is most likely to have an attic filled with historical items?,What type of home is most likely to have an attiic filled with historical items?,attic,attiic,1,44,50,0.4,0.677332044,What type of home is most likely to have an attic filled with historical items?,44,49,"['A) top of home', 'B) older houses', 'C) victorian house', 'D) own home', 'E) material']",C) victorian house,B) older houses,FALSE,TRUE,0,,,
709,What type of home is most likely to have an attic filled with historical items?,What type of home is most likely to have an ittiir filled with historical items?,attic,ittiir,3,44,50,0.8,0.677332044,What type of home is most likely to have an attic filled with historical items?,44,49,"['A) top of home', 'B) older houses', 'C) victorian house', 'D) own home', 'E) material']",C) victorian house,B) older houses,FALSE,TRUE,0,,,
710,Where is microphone boom likely to be used to record an album?,Where is microphone boom likely to be used to record an album?,microphone boom,microphone boom,0,9,24,0,0.000494532,Where is microphone boom likely to be used to record an album?,9,24,"['A) radio station', 'B) recording studio', 'C) concert', 'D) tv studio', 'E) new york']",B) recording studio,B) recording studio,TRUE,TRUE,1,1,0,0
711,Where is microphone boom likely to be used to record an album?,Where is microphone boom likely to be used to record an album?,microphone boom,microphone boom,0,9,24,0.1,0.000494532,Where is microphone boom likely to be used to record an album?,9,24,"['A) radio station', 'B) recording studio', 'C) concert', 'D) tv studio', 'E) new york']",B) recording studio,B) recording studio,TRUE,TRUE,1,,,
712,Where is microphone boom likely to be used to record an album?,Where is micrloon eboom likely to be used to record an album?,microphone boom,micrloon eboom,5,9,23,0.2,0.000494532,Where is microphone boom likely to be used to record an album?,9,24,"['A) radio station', 'B) recording studio', 'C) concert', 'D) tv studio', 'E) new york']",B) recording studio,B) recording studio,TRUE,TRUE,1,,,
713,Where is microphone boom likely to be used to record an album?,Where is icorhpoenbjox likely to be used to record an album?,microphone boom,icorhpoenbjox,8,9,22,0.4,0.000494532,Where is microphone boom likely to be used to record an album?,9,24,"['A) radio station', 'B) recording studio', 'C) concert', 'D) tv studio', 'E) new york']",B) recording studio,B) recording studio,TRUE,TRUE,1,,,
